-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                           aten::clamp_         0.00%     270.113us         0.14%       8.980ms     272.112us      48.574us         0.00%      54.910us       1.664us            33  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      48.574us         0.00%      48.574us       1.472us            33  
                                           aten::arange         0.01%     453.768us         0.08%       4.825ms      42.327us      39.616us         0.00%      89.856us       0.788us           114  
void (anonymous namespace)::elementwise_kernel_with_...         0.00%       0.000us         0.00%       0.000us       0.000us      39.616us         0.00%      39.616us       1.200us            33  
                                               aten::gt         0.01%     456.304us         0.04%       2.497ms      28.375us      39.263us         0.00%      47.903us       0.544us            88  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      39.263us         0.00%      39.263us       1.636us            24  
void at::native::index_elementwise_kernel<128, 4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      35.167us         0.00%      35.167us       5.024us             7  
void at::native::unrolled_elementwise_kernel<at::nat...         0.00%       0.000us         0.00%       0.000us       0.000us      31.712us         0.00%      31.712us       1.321us            24  
void at::native::unrolled_elementwise_kernel<at::nat...         0.00%       0.000us         0.00%       0.000us       0.000us      27.648us         0.00%      27.648us       3.950us             7  
                                    cudaStreamWaitEvent         0.11%       7.213ms         0.11%       7.213ms       1.395us      27.295us         0.00%      27.295us       0.005us          5169  
                                       cudaLaunchKernel         1.26%      79.721ms        24.48%        1.543s     294.489us      24.096us         0.00%       2.046ms       0.390us          5239  
void at::native::vectorized_elementwise_kernel<2, at...         0.00%       0.000us         0.00%       0.000us       0.000us      13.152us         0.00%      13.152us       1.879us             7  
                                    cudaLaunchKernelExC         0.20%      12.922ms         2.58%     162.548ms      94.067us      10.848us         0.00%      10.848us       0.006us          1728  
                                         cuLaunchKernel         0.32%      20.409ms         7.15%     450.671ms     188.882us      10.240us         0.00%      10.240us       0.004us          2386  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
Self CPU time total: 6.303s
Self CUDA time total: 9.722s

